id|id_str|source|geo|place|text|iso_language_code|retweet_count|retweeted|coordinates|favorited|favorite_count|truncated|created_at|urls|user_id|user_screen_name|user_url|user_profile_image_url|in_reply_to_user_id|in_reply_to_user_id_str|in_reply_to_status_id|in_reply_to_status_id_str|in_reply_to_screen_name
@wilchess26
599954377575669760|599954377575669760|Twitter Web Client|null|null|@jimenaperu @MuniMiraflores menos mi causa @jastuvilcaf que aparece al fondo. esta jateando desde que empezo el concurso. se la lleva facil!|es|0|False|null|False|1|False|2015-05-17 15:07:2|393819808|wilchess26|Francisco Vílchez|None|http://pbs.twimg.com/profile_images/3527411732/6cbc17c354f0dd985cf4f1c53b1a9ab8_normal.jpeg|35967075|35967075|599887602955747328|599887602955747328|jimenaperu
584229563812728832|584229563812728832|Twitter for iPhone|null|null|@DianaHarada @Christy080995 http://t.co/qErdbpeFzu|und|0|False|null|False|1|False|2015-04-04 05:42:3|393819808|wilchess26|Francisco Vílchez|None|http://pbs.twimg.com/profile_images/3527411732/6cbc17c354f0dd985cf4f1c53b1a9ab8_normal.jpeg|378590362|378590362|584227106449715201|584227106449715201|DianaHarada
584199580524408833|584199580524408833|Twitter for iPhone|null|null|@DianaHarada &amp; @Christy080995 http://t.co/SpuSBXDe31|und|1|False|null|False|2|False|2015-04-04 03:43:2|393819808|wilchess26|Francisco Vílchez|None|http://pbs.twimg.com/profile_images/3527411732/6cbc17c354f0dd985cf4f1c53b1a9ab8_normal.jpeg|378590362|378590362|None|None|DianaHarada
545467208143761408|545467208143761408|Twitter Web Client|null|null|@Fenartcos @GRPIAAPUCP Gracias Arturo :). Este es el soundcloud: https://t.co/pOzu1KpLSN|et|0|False|null|False|1|False|2014-12-18 06:34:51|https://soundcloud.com/euricide|393819808|wilchess26|Francisco Vílchez|None|http://pbs.twimg.com/profile_images/3527411732/6cbc17c354f0dd985cf4f1c53b1a9ab8_normal.jpeg|177739254|177739254|545336974882902016|545336974882902016|Fenartcos
545301747317870592|545301747317870592|SoundCloud|null|null|My new sounds: Workshop 2014 WRPIAA http://t.co/ENopLcZFoC on #SoundCloud|en|0|False|null|False|0|False|2014-12-17 19:37:22|http://soundcloud.com/euricide/workshop-2014-wrpiaa|393819808|wilchess26|Francisco Vílchez|None|http://pbs.twimg.com/profile_images/3527411732/6cbc17c354f0dd985cf4f1c53b1a9ab8_normal.jpeg|None|None|None|None|None
517858964567257088|517858964567257088|Twitter for iPhone|null|null|#testingTweepy http://t.co/uR79OVjnpg|und|0|False|null|False|0|False|2014-10-03 02:09:3|393819808|wilchess26|Francisco Vílchez|None|http://pbs.twimg.com/profile_images/3527411732/6cbc17c354f0dd985cf4f1c53b1a9ab8_normal.jpeg|None|None|None|None|None
#FinaEstampa
603261007604142080|603261007604142080|Twitter for Android|null|null|RT @juhantiques: tou vendo #finaestampa :3333 mt zika #forçamath|pt|1|True|null|False|0|False|2015-05-26 18:06:4|293216923|selenarwsso|marcela|https://t.co/HohFeodmvq|http://pbs.twimg.com/profile_images/603708366683275264/FsCqyPK6_normal.png|None|None|None|None|None
603070887999471616|603070887999471616|Twitter Web Client|null|null|RT @VitoriaC_sccp: Essa Sol do recanto é safada hein! #FinaEstampa|pt|1|True|null|False|0|False|2015-05-26 05:31:1|176084606|lucaswesley|Luxca da Depressão™|http://t.co/wzv0aVnqYr|http://pbs.twimg.com/profile_images/601249907706572800/5yxFiMcG_normal.jpg|None|None|None|None|None
602997933403992064|602997933403992064|Twitter Web Client|null|null|RT @Teledramaturgia: Vi a relação dos indicados ao Oscar e #FinaEstampa ESTÁ DE FORA! Aguinaldo Silva está bufando! FOM FOM!|pt|6|True|null|False|0|False|2015-05-26 00:41:2|926066041|RenildoComenta|Rennê|https://t.co/Jrl4ATFUf9|http://pbs.twimg.com/profile_images/602643622543159296/wJTaqySz_normal.jpg|None|None|None|None|None
602588975501553664|602588975501553664|Twitter for Android|null|null|#FinaEstampa 😃
https://t.co/WmP48NrHKb|und|0|False|null|False|0|False|2015-05-24 21:36:21|https://m.youtube.com/watch?list=PL7u8n21-sCb5PeZCN1DOUldiOTlcRHdVG&v=WGka9Ka0ga0|3194789596|ricardo_borges2|Ricardo Borges|None|http://pbs.twimg.com/profile_images/590889025285816321/h6p8qxSR_normal.jpg|None|None|None|None|None
