@wilchess26;380142891;me;517761356343554048;811281489544950594_380142891;1324924606;0;#FinaEstampa,#tomapaqueteenamoretweepy;
@pardoschicken;311730044;pardoschicken;0;0;0;0;#pardoschicken,#pardosperu,#quericopollo;
@starbucks;1034466;388641254582850;0;0;0;0;#starbucksperu,#chillin;
@mundolightvzla;1368501951;Mundo-light;0;0;0;0;#salud,#dieta;
